id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,experience_level,tags,keywords,source,created_date
342,Operating Systems,Process Management,Why is Context Switch important in OS design?,For aesthetics,For process switching,For marketing,For documentation,B,Context Switch is crucial for process switching in operating system design.,3,Mid,operating_systems,context switch,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
343,Operating Systems,Process Management,What is System Call in operating systems?,Interface to kernel services,A network protocol,A programming language,A database type,A,System Call is Interface to kernel services used for User-kernel communication.,3,Mid,operating_systems,system call,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
344,Operating Systems,Process Management,Why is System Call important in OS design?,For aesthetics,For user-kernel communication,For marketing,For documentation,B,System Call is crucial for user-kernel communication in operating system design.,3,Mid,operating_systems,system call,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
345,Operating Systems,Process Management,What is Inter-Process Communication in operating systems?,Process communication mechanism,A network protocol,A programming language,A database type,A,Inter-Process Communication is Process communication mechanism used for Data sharing.,3,Mid,operating_systems,inter-process communication,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
346,Operating Systems,Process Management,Why is Inter-Process Communication important in OS design?,For aesthetics,For data sharing,For marketing,For documentation,B,Inter-Process Communication is crucial for data sharing in operating system design.,3,Mid,operating_systems,inter-process communication,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
347,Operating Systems,Process Management,What is Deadlock in operating systems?,Circular wait for resources,A network protocol,A programming language,A database type,A,Deadlock is Circular wait for resources used for Resource management.,3,Mid,operating_systems,deadlock,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
348,Operating Systems,Process Management,Why is Deadlock important in OS design?,For aesthetics,For resource management,For marketing,For documentation,B,Deadlock is crucial for resource management in operating system design.,3,Mid,operating_systems,deadlock,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
349,Operating Systems,Process Management,What is Semaphore in operating systems?,Synchronization primitive,A network protocol,A programming language,A database type,A,Semaphore is Synchronization primitive used for Mutual exclusion.,3,Mid,operating_systems,semaphore,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
350,Operating Systems,Process Management,Why is Semaphore important in OS design?,For aesthetics,For mutual exclusion,For marketing,For documentation,B,Semaphore is crucial for mutual exclusion in operating system design.,3,Mid,operating_systems,semaphore,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
351,Operating Systems,Process Management,What is Mutex in operating systems?,Mutual exclusion lock,A network protocol,A programming language,A database type,A,Mutex is Mutual exclusion lock used for Critical section protection.,3,Mid,operating_systems,mutex,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
352,Operating Systems,Process Management,Why is Mutex important in OS design?,For aesthetics,For critical section protection,For marketing,For documentation,B,Mutex is crucial for critical section protection in operating system design.,3,Mid,operating_systems,mutex,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
353,Operating Systems,Process Management,What is Critical Section in operating systems?,Code accessing shared resources,A network protocol,A programming language,A database type,A,Critical Section is Code accessing shared resources used for Synchronization.,3,Mid,operating_systems,critical section,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
354,Operating Systems,Process Management,Why is Critical Section important in OS design?,For aesthetics,For synchronization,For marketing,For documentation,B,Critical Section is crucial for synchronization in operating system design.,3,Mid,operating_systems,critical section,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
355,Operating Systems,Memory Management,What is Virtual Memory in operating systems?,Illusion of large memory,A network protocol,A programming language,A database type,A,Virtual Memory is Illusion of large memory used for Memory abstraction.,3,Mid,operating_systems,virtual memory,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
356,Operating Systems,Memory Management,Why is Virtual Memory important in OS design?,For aesthetics,For memory abstraction,For marketing,For documentation,B,Virtual Memory is crucial for memory abstraction in operating system design.,3,Mid,operating_systems,virtual memory,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
357,Operating Systems,Memory Management,What is Paging in operating systems?,Fixed-size memory blocks,A network protocol,A programming language,A database type,A,Paging is Fixed-size memory blocks used for Memory management.,3,Mid,operating_systems,paging,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
358,Operating Systems,Memory Management,Why is Paging important in OS design?,For aesthetics,For memory management,For marketing,For documentation,B,Paging is crucial for memory management in operating system design.,3,Mid,operating_systems,paging,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
359,Operating Systems,Memory Management,What is Segmentation in operating systems?,Variable-size memory blocks,A network protocol,A programming language,A database type,A,Segmentation is Variable-size memory blocks used for Logical memory division.,3,Mid,operating_systems,segmentation,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
360,Operating Systems,Memory Management,Why is Segmentation important in OS design?,For aesthetics,For logical memory division,For marketing,For documentation,B,Segmentation is crucial for logical memory division in operating system design.,3,Mid,operating_systems,segmentation,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
361,Operating Systems,Memory Management,What is Page Fault in operating systems?,Access to non-resident page,A network protocol,A programming language,A database type,A,Page Fault is Access to non-resident page used for Demand paging.,3,Mid,operating_systems,page fault,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
362,Operating Systems,Memory Management,Why is Page Fault important in OS design?,For aesthetics,For demand paging,For marketing,For documentation,B,Page Fault is crucial for demand paging in operating system design.,3,Mid,operating_systems,page fault,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
363,Operating Systems,Memory Management,What is TLB in operating systems?,Translation Lookaside Buffer,A network protocol,A programming language,A database type,A,TLB is Translation Lookaside Buffer used for Address translation cache.,3,Mid,operating_systems,tlb,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
364,Operating Systems,Memory Management,Why is TLB important in OS design?,For aesthetics,For address translation cache,For marketing,For documentation,B,TLB is crucial for address translation cache in operating system design.,3,Mid,operating_systems,tlb,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
